,participant,phase,trial,context,left_option,middle_option,right_option,choice,correct,reward,reward_unchosen_1,reward_unchosen_2,RT,ID,condition,?,task,tier
9433,25.0,1.0,109.0,1.0,0.0,1.0,2.0,0.0,1.0,87.0,42.0,19.0,1755.0,6918003883.0,1.0,2.0,0,0.0
9434,25.0,1.0,110.0,2.0,3.0,,4.0,0.0,1.0,85.0,13.0,,1248.0,6918003883.0,1.0,2.0,0,0.0
9435,25.0,1.0,111.0,1.0,0.0,2.0,1.0,0.0,1.0,84.0,51.0,16.0,2502.0,6918003883.0,1.0,2.0,0,0.0
9436,25.0,1.0,112.0,2.0,4.0,3.0,,1.0,1.0,81.0,6.0,,6186.0,6918003883.0,1.0,2.0,0,0.0
9437,25.0,1.0,113.0,3.0,6.0,7.0,5.0,2.0,1.0,56.0,32.0,19.0,3134.0,6918003883.0,1.0,2.0,0,0.0
9438,25.0,1.0,114.0,4.0,,9.0,8.0,2.0,1.0,52.0,15.0,,999.0,6918003883.0,1.0,2.0,0,0.0
9439,25.0,1.0,115.0,1.0,0.0,1.0,2.0,0.0,1.0,84.0,48.0,14.0,2100.0,6918003883.0,1.0,2.0,0,0.0
9440,25.0,1.0,116.0,1.0,0.0,2.0,1.0,0.0,1.0,79.0,53.0,14.0,1829.0,6918003883.0,1.0,2.0,0,0.0
9441,25.0,1.0,117.0,1.0,2.0,1.0,0.0,2.0,1.0,79.0,57.0,8.0,1300.0,6918003883.0,1.0,2.0,0,0.0
9442,25.0,1.0,118.0,4.0,,8.0,9.0,1.0,1.0,47.0,17.0,,1833.0,6918003883.0,1.0,2.0,0,0.0
9443,25.0,1.0,119.0,4.0,,9.0,8.0,2.0,1.0,45.0,16.0,,1425.0,6918003883.0,1.0,2.0,0,0.0
9444,25.0,1.0,120.0,2.0,,3.0,4.0,1.0,1.0,88.0,15.0,,947.0,6918003883.0,1.0,2.0,0,0.0
9445,25.0,1.0,121.0,4.0,,8.0,9.0,1.0,1.0,37.0,15.0,,857.0,6918003883.0,1.0,2.0,0,0.0
9446,25.0,1.0,122.0,2.0,3.0,4.0,,0.0,1.0,94.0,19.0,,3701.0,6918003883.0,1.0,2.0,0,0.0
9447,25.0,1.0,123.0,1.0,0.0,2.0,1.0,0.0,1.0,82.0,43.0,9.0,3975.0,6918003883.0,1.0,2.0,0,0.0
9448,25.0,1.0,124.0,3.0,6.0,7.0,5.0,2.0,1.0,43.0,31.0,19.0,1984.0,6918003883.0,1.0,2.0,0,0.0
9449,25.0,1.0,125.0,4.0,8.0,,9.0,0.0,1.0,49.0,18.0,,1030.0,6918003883.0,1.0,2.0,0,0.0
9450,25.0,1.0,126.0,1.0,2.0,1.0,0.0,2.0,1.0,89.0,47.0,12.0,2511.0,6918003883.0,1.0,2.0,0,0.0
9451,25.0,1.0,127.0,1.0,1.0,0.0,2.0,1.0,1.0,87.0,55.0,10.0,2995.0,6918003883.0,1.0,2.0,0,0.0
9452,25.0,1.0,128.0,2.0,3.0,4.0,,0.0,1.0,76.0,10.0,,874.0,6918003883.0,1.0,2.0,0,0.0
9453,25.0,1.0,129.0,3.0,7.0,6.0,5.0,2.0,1.0,48.0,34.0,18.0,2645.0,6918003883.0,1.0,2.0,0,0.0
9454,25.0,1.0,130.0,4.0,,9.0,8.0,2.0,1.0,48.0,15.0,,1572.0,6918003883.0,1.0,2.0,0,0.0
9455,25.0,1.0,131.0,2.0,3.0,4.0,,0.0,1.0,86.0,12.0,,7456.0,6918003883.0,1.0,2.0,0,0.0
9456,25.0,1.0,132.0,3.0,5.0,6.0,7.0,0.0,1.0,44.0,30.0,19.0,31283.0,6918003883.0,1.0,2.0,0,0.0
9457,25.0,1.0,133.0,3.0,6.0,5.0,7.0,1.0,1.0,56.0,30.0,13.0,1975.0,6918003883.0,1.0,2.0,0,0.0
9458,25.0,1.0,134.0,3.0,7.0,6.0,5.0,2.0,1.0,57.0,25.0,13.0,1653.0,6918003883.0,1.0,2.0,0,0.0
9459,25.0,1.0,135.0,3.0,7.0,6.0,5.0,2.0,1.0,53.0,32.0,19.0,1514.0,6918003883.0,1.0,2.0,0,0.0
9460,25.0,1.0,136.0,2.0,4.0,,3.0,2.0,1.0,93.0,12.0,,1674.0,6918003883.0,1.0,2.0,0,0.0
9461,25.0,1.0,137.0,4.0,9.0,,8.0,2.0,1.0,53.0,9.0,,962.0,6918003883.0,1.0,2.0,0,0.0
9462,25.0,1.0,138.0,1.0,2.0,1.0,0.0,2.0,1.0,87.0,52.0,18.0,2549.0,6918003883.0,1.0,2.0,0,0.0
9463,25.0,1.0,139.0,3.0,5.0,7.0,6.0,0.0,1.0,55.0,31.0,8.0,1606.0,6918003883.0,1.0,2.0,0,0.0
9464,25.0,1.0,140.0,1.0,2.0,1.0,0.0,2.0,1.0,84.0,46.0,8.0,2117.0,6918003883.0,1.0,2.0,0,0.0
9465,25.0,1.0,141.0,4.0,9.0,8.0,,1.0,1.0,47.0,12.0,,1038.0,6918003883.0,1.0,2.0,0,0.0
9466,25.0,1.0,142.0,2.0,4.0,3.0,,1.0,1.0,83.0,19.0,,957.0,6918003883.0,1.0,2.0,0,0.0
9467,25.0,1.0,143.0,2.0,3.0,4.0,,0.0,1.0,84.0,23.0,,1761.0,6918003883.0,1.0,2.0,0,0.0
9468,25.0,1.0,144.0,1.0,1.0,0.0,2.0,1.0,1.0,85.0,50.0,11.0,1941.0,6918003883.0,1.0,2.0,0,0.0
9469,25.0,1.0,145.0,2.0,,3.0,4.0,1.0,1.0,82.0,15.0,,1084.0,6918003883.0,1.0,2.0,0,0.0
9470,25.0,1.0,146.0,2.0,3.0,4.0,,0.0,1.0,92.0,18.0,,1195.0,6918003883.0,1.0,2.0,0,0.0
9471,25.0,1.0,147.0,3.0,7.0,5.0,6.0,1.0,1.0,51.0,33.0,14.0,2410.0,6918003883.0,1.0,2.0,0,0.0
9472,25.0,1.0,148.0,3.0,5.0,7.0,6.0,0.0,1.0,51.0,30.0,15.0,2404.0,6918003883.0,1.0,2.0,0,0.0
9473,25.0,1.0,149.0,2.0,3.0,,4.0,0.0,1.0,87.0,10.0,,2198.0,6918003883.0,1.0,2.0,0,0.0
9474,25.0,1.0,150.0,2.0,4.0,,3.0,2.0,1.0,84.0,23.0,,1311.0,6918003883.0,1.0,2.0,0,0.0
9475,25.0,1.0,151.0,2.0,4.0,,3.0,2.0,1.0,88.0,15.0,,2091.0,6918003883.0,1.0,2.0,0,0.0
9476,25.0,1.0,152.0,1.0,1.0,2.0,0.0,2.0,1.0,83.0,48.0,11.0,2636.0,6918003883.0,1.0,2.0,0,0.0
9477,25.0,1.0,153.0,4.0,9.0,8.0,,1.0,1.0,44.0,9.0,,2097.0,6918003883.0,1.0,2.0,0,0.0
9478,25.0,1.0,154.0,3.0,6.0,5.0,7.0,1.0,1.0,52.0,31.0,17.0,2902.0,6918003883.0,1.0,2.0,0,0.0
9479,25.0,1.0,155.0,3.0,6.0,7.0,5.0,2.0,1.0,50.0,34.0,14.0,4860.0,6918003883.0,1.0,2.0,0,0.0
9480,25.0,1.0,156.0,1.0,0.0,1.0,2.0,0.0,1.0,83.0,47.0,14.0,12447.0,6918003883.0,1.0,2.0,0,0.0
9481,25.0,1.0,157.0,2.0,3.0,,4.0,0.0,1.0,86.0,19.0,,1148.0,6918003883.0,1.0,2.0,0,0.0
9482,25.0,1.0,158.0,3.0,5.0,6.0,7.0,0.0,1.0,51.0,27.0,11.0,1697.0,6918003883.0,1.0,2.0,0,0.0
9483,25.0,1.0,159.0,1.0,1.0,0.0,2.0,1.0,1.0,84.0,51.0,17.0,2177.0,6918003883.0,1.0,2.0,0,0.0
9484,25.0,1.0,160.0,1.0,0.0,2.0,1.0,0.0,1.0,85.0,55.0,15.0,4155.0,6918003883.0,1.0,2.0,0,0.0
9485,25.0,1.0,161.0,4.0,,9.0,8.0,2.0,1.0,45.0,12.0,,1464.0,6918003883.0,1.0,2.0,0,0.0
9486,25.0,1.0,162.0,3.0,7.0,6.0,5.0,2.0,1.0,51.0,34.0,16.0,4733.0,6918003883.0,1.0,2.0,0,0.0
9487,25.0,1.0,163.0,4.0,,8.0,9.0,1.0,1.0,51.0,12.0,,1002.0,6918003883.0,1.0,2.0,0,0.0
9488,25.0,1.0,164.0,3.0,5.0,6.0,7.0,0.0,1.0,51.0,37.0,17.0,2642.0,6918003883.0,1.0,2.0,0,0.0
9489,25.0,1.0,165.0,1.0,1.0,2.0,0.0,1.0,0.0,21.0,88.0,51.0,2064.0,6918003883.0,1.0,2.0,0,0.0
9490,25.0,1.0,166.0,2.0,3.0,,4.0,0.0,1.0,87.0,10.0,,822.0,6918003883.0,1.0,2.0,0,0.0
9491,25.0,1.0,167.0,1.0,2.0,1.0,0.0,2.0,1.0,80.0,55.0,18.0,2143.0,6918003883.0,1.0,2.0,0,0.0
9492,25.0,1.0,168.0,2.0,,4.0,3.0,2.0,1.0,84.0,21.0,,946.0,6918003883.0,1.0,2.0,0,0.0
9493,25.0,1.0,169.0,2.0,4.0,,3.0,2.0,1.0,94.0,11.0,,2369.0,6918003883.0,1.0,2.0,0,0.0
9494,25.0,1.0,170.0,3.0,6.0,5.0,7.0,1.0,1.0,50.0,29.0,8.0,1824.0,6918003883.0,1.0,2.0,0,0.0
9495,25.0,1.0,171.0,2.0,3.0,,4.0,0.0,1.0,89.0,20.0,,3600.0,6918003883.0,1.0,2.0,0,0.0
9496,25.0,1.0,172.0,1.0,2.0,0.0,1.0,1.0,1.0,86.0,47.0,9.0,3208.0,6918003883.0,1.0,2.0,0,0.0
9497,25.0,1.0,173.0,2.0,,3.0,4.0,1.0,1.0,86.0,9.0,,823.0,6918003883.0,1.0,2.0,0,0.0
9498,25.0,1.0,174.0,4.0,,9.0,8.0,2.0,1.0,53.0,7.0,,925.0,6918003883.0,1.0,2.0,0,0.0
9499,25.0,1.0,175.0,3.0,5.0,6.0,7.0,0.0,1.0,56.0,32.0,9.0,1760.0,6918003883.0,1.0,2.0,0,0.0
9500,25.0,1.0,176.0,4.0,,8.0,9.0,1.0,1.0,45.0,21.0,,1497.0,6918003883.0,1.0,2.0,0,0.0
9501,25.0,1.0,177.0,1.0,2.0,1.0,0.0,2.0,1.0,88.0,52.0,14.0,1731.0,6918003883.0,1.0,2.0,0,0.0
9502,25.0,1.0,178.0,4.0,,9.0,8.0,2.0,1.0,48.0,12.0,,1207.0,6918003883.0,1.0,2.0,0,0.0
9503,25.0,1.0,179.0,4.0,9.0,8.0,,1.0,1.0,51.0,19.0,,1090.0,6918003883.0,1.0,2.0,0,0.0
9504,25.0,2.0,0.0,0.0,7.0,,0.0,2.0,1.0,79.0,12.0,,2624.0,6918003883.0,1.0,2.0,0,0.0
9505,25.0,2.0,1.0,0.0,1.0,,6.0,0.0,1.0,52.0,28.0,,7674.0,6918003883.0,1.0,2.0,0,0.0
9506,25.0,2.0,2.0,0.0,,8.0,0.0,2.0,1.0,85.0,48.0,,1743.0,6918003883.0,1.0,2.0,0,0.0
9507,25.0,2.0,3.0,0.0,0.0,,3.0,2.0,0.0,98.0,88.0,,3194.0,6918003883.0,1.0,2.0,0,0.0
9508,25.0,2.0,4.0,0.0,4.0,,0.0,2.0,1.0,76.0,18.0,0.0,16735.0,6918003883.0,1.0,2.0,0,0.0
9509,25.0,2.0,5.0,0.0,2.0,,1.0,0.0,0.0,15.0,48.0,,3342.0,6918003883.0,1.0,2.0,0,0.0
9510,25.0,2.0,6.0,0.0,,4.0,9.0,1.0,0.0,14.0,11.0,,2716.0,6918003883.0,1.0,2.0,0,0.0
9511,25.0,2.0,7.0,0.0,2.0,,5.0,2.0,1.0,57.0,7.0,,1455.0,6918003883.0,1.0,2.0,0,0.0
9512,25.0,2.0,8.0,0.0,4.0,3.0,,1.0,1.0,87.0,9.0,0.0,952.0,6918003883.0,1.0,2.0,0,0.0
9513,25.0,2.0,9.0,0.0,1.0,,8.0,2.0,0.0,50.0,48.0,,4108.0,6918003883.0,1.0,2.0,0,0.0
9514,25.0,2.0,10.0,0.0,4.0,6.0,,0.0,0.0,11.0,34.0,,3175.0,6918003883.0,1.0,2.0,0,0.0
9515,25.0,2.0,11.0,0.0,8.0,,1.0,0.0,0.0,44.0,49.0,0.0,1153.0,6918003883.0,1.0,2.0,0,0.0
9516,25.0,2.0,12.0,0.0,6.0,,2.0,2.0,0.0,10.0,37.0,,2233.0,6918003883.0,1.0,2.0,0,0.0
9517,25.0,2.0,13.0,0.0,8.0,4.0,,1.0,0.0,20.0,51.0,0.0,1659.0,6918003883.0,1.0,2.0,0,0.0
9518,25.0,2.0,14.0,0.0,0.0,6.0,,0.0,1.0,92.0,27.0,,1252.0,6918003883.0,1.0,2.0,0,0.0
9519,25.0,2.0,15.0,0.0,9.0,,8.0,2.0,1.0,45.0,15.0,,3135.0,6918003883.0,1.0,2.0,0,0.0
9520,25.0,2.0,16.0,0.0,6.0,8.0,,1.0,1.0,51.0,31.0,0.0,2793.0,6918003883.0,1.0,2.0,0,0.0
9521,25.0,2.0,17.0,0.0,6.0,0.0,,1.0,1.0,87.0,28.0,0.0,998.0,6918003883.0,1.0,2.0,0,0.0
9522,25.0,2.0,18.0,0.0,9.0,3.0,,1.0,1.0,90.0,14.0,,1259.0,6918003883.0,1.0,2.0,0,0.0
9523,25.0,2.0,19.0,0.0,1.0,8.0,,1.0,0.0,48.0,58.0,0.0,2757.0,6918003883.0,1.0,2.0,0,0.0
9524,25.0,2.0,20.0,0.0,,1.0,0.0,2.0,1.0,88.0,42.0,0.0,1231.0,6918003883.0,1.0,2.0,0,0.0
9525,25.0,2.0,21.0,0.0,4.0,,1.0,0.0,0.0,17.0,47.0,,16667.0,6918003883.0,1.0,2.0,0,0.0
9526,25.0,2.0,22.0,0.0,,6.0,1.0,2.0,1.0,52.0,35.0,0.0,2592.0,6918003883.0,1.0,2.0,0,0.0
9527,25.0,2.0,23.0,0.0,9.0,2.0,,1.0,0.0,11.0,11.0,0.0,2082.0,6918003883.0,1.0,2.0,0,0.0
9528,25.0,2.0,24.0,0.0,,0.0,6.0,1.0,1.0,83.0,25.0,0.0,987.0,6918003883.0,1.0,2.0,0,0.0
9529,25.0,2.0,25.0,0.0,,9.0,2.0,2.0,0.0,10.0,16.0,,1816.0,6918003883.0,1.0,2.0,0,0.0
9530,25.0,2.0,26.0,0.0,,4.0,7.0,1.0,0.0,19.0,8.0,0.0,2526.0,6918003883.0,1.0,2.0,0,0.0
9531,25.0,2.0,27.0,0.0,,2.0,9.0,1.0,0.0,8.0,3.0,0.0,1855.0,6918003883.0,1.0,2.0,0,0.0
9532,25.0,2.0,28.0,0.0,4.0,9.0,,0.0,0.0,14.0,16.0,0.0,1874.0,6918003883.0,1.0,2.0,0,0.0
9533,25.0,2.0,29.0,0.0,3.0,5.0,,1.0,0.0,48.0,89.0,0.0,1395.0,6918003883.0,1.0,2.0,0,0.0
9534,25.0,2.0,30.0,0.0,,1.0,5.0,2.0,0.0,55.0,54.0,,1692.0,6918003883.0,1.0,2.0,0,0.0
9535,25.0,2.0,31.0,0.0,3.0,,9.0,0.0,1.0,89.0,15.0,,1120.0,6918003883.0,1.0,2.0,0,0.0
9536,25.0,2.0,32.0,0.0,0.0,,6.0,0.0,1.0,88.0,28.0,,1099.0,6918003883.0,1.0,2.0,0,0.0
9537,25.0,2.0,33.0,0.0,1.0,,0.0,2.0,1.0,91.0,56.0,0.0,1377.0,6918003883.0,1.0,2.0,0,0.0
9538,25.0,2.0,34.0,0.0,5.0,,6.0,0.0,1.0,51.0,31.0,0.0,1256.0,6918003883.0,1.0,2.0,0,0.0
9539,25.0,2.0,35.0,0.0,8.0,6.0,,0.0,1.0,51.0,34.0,,1406.0,6918003883.0,1.0,2.0,0,0.0
9540,25.0,2.0,36.0,0.0,,2.0,0.0,2.0,1.0,84.0,16.0,0.0,3083.0,6918003883.0,1.0,2.0,0,0.0
9541,25.0,2.0,37.0,0.0,1.0,,4.0,2.0,0.0,12.0,53.0,0.0,1817.0,6918003883.0,1.0,2.0,0,0.0
9542,25.0,2.0,38.0,0.0,0.0,9.0,,0.0,1.0,87.0,16.0,,1131.0,6918003883.0,1.0,2.0,0,0.0
9543,25.0,2.0,39.0,0.0,9.0,5.0,,1.0,1.0,55.0,16.0,0.0,1116.0,6918003883.0,1.0,2.0,0,0.0
9544,25.0,2.0,40.0,0.0,,1.0,4.0,2.0,0.0,11.0,47.0,,1542.0,6918003883.0,1.0,2.0,0,0.0
9545,25.0,2.0,41.0,0.0,5.0,,6.0,0.0,1.0,54.0,32.0,,1233.0,6918003883.0,1.0,2.0,0,0.0
9546,25.0,2.0,42.0,0.0,0.0,,5.0,2.0,0.0,52.0,87.0,,1280.0,6918003883.0,1.0,2.0,0,0.0
9547,25.0,2.0,43.0,0.0,7.0,6.0,,1.0,1.0,33.0,9.0,0.0,4638.0,6918003883.0,1.0,2.0,0,0.0
9548,25.0,2.0,44.0,0.0,,5.0,2.0,1.0,1.0,50.0,12.0,,1172.0,6918003883.0,1.0,2.0,0,0.0
9549,25.0,2.0,45.0,0.0,,9.0,7.0,2.0,0.0,9.0,15.0,,1637.0,6918003883.0,1.0,2.0,0,0.0
9550,25.0,2.0,46.0,0.0,2.0,0.0,,1.0,1.0,89.0,12.0,,1130.0,6918003883.0,1.0,2.0,0,0.0
9551,25.0,2.0,47.0,0.0,,5.0,1.0,1.0,0.0,55.0,50.0,0.0,933.0,6918003883.0,1.0,2.0,0,0.0
9552,25.0,2.0,48.0,0.0,,8.0,2.0,1.0,1.0,52.0,13.0,,2090.0,6918003883.0,1.0,2.0,0,0.0
9553,25.0,2.0,49.0,0.0,,9.0,2.0,2.0,0.0,15.0,9.0,,1370.0,6918003883.0,1.0,2.0,0,0.0
9554,25.0,2.0,50.0,0.0,9.0,3.0,,1.0,1.0,84.0,8.0,0.0,850.0,6918003883.0,1.0,2.0,0,0.0
9555,25.0,2.0,51.0,0.0,9.0,,8.0,2.0,1.0,47.0,21.0,0.0,1631.0,6918003883.0,1.0,2.0,0,0.0
9556,25.0,2.0,52.0,0.0,,3.0,2.0,1.0,1.0,89.0,16.0,,864.0,6918003883.0,1.0,2.0,0,0.0
9557,25.0,2.0,53.0,0.0,,1.0,5.0,2.0,0.0,49.0,47.0,0.0,1358.0,6918003883.0,1.0,2.0,0,0.0
9558,25.0,2.0,54.0,0.0,8.0,0.0,,1.0,1.0,85.0,48.0,,1322.0,6918003883.0,1.0,2.0,0,0.0
9559,25.0,2.0,55.0,0.0,6.0,,2.0,2.0,0.0,5.0,37.0,,1522.0,6918003883.0,1.0,2.0,0,0.0
9560,25.0,2.0,56.0,0.0,5.0,7.0,,0.0,1.0,49.0,13.0,,1639.0,6918003883.0,1.0,2.0,0,0.0
9561,25.0,2.0,57.0,0.0,6.0,1.0,,0.0,0.0,32.0,52.0,0.0,1743.0,6918003883.0,1.0,2.0,0,0.0
9562,25.0,2.0,58.0,0.0,,4.0,3.0,2.0,1.0,90.0,13.0,0.0,1265.0,6918003883.0,1.0,2.0,0,0.0
9563,25.0,2.0,59.0,0.0,7.0,5.0,,1.0,1.0,55.0,18.0,0.0,797.0,6918003883.0,1.0,2.0,0,0.0
9564,25.0,2.0,60.0,0.0,7.0,,2.0,2.0,0.0,18.0,18.0,,1793.0,6918003883.0,1.0,2.0,0,0.0
9565,25.0,2.0,61.0,0.0,0.0,8.0,,0.0,1.0,89.0,54.0,0.0,2517.0,6918003883.0,1.0,2.0,0,0.0
9566,25.0,2.0,62.0,0.0,5.0,0.0,,1.0,1.0,87.0,44.0,0.0,5338.0,6918003883.0,1.0,2.0,0,0.0
9567,25.0,2.0,63.0,0.0,7.0,6.0,,0.0,0.0,10.0,33.0,0.0,2118.0,6918003883.0,1.0,2.0,0,0.0
9568,25.0,2.0,64.0,0.0,5.0,8.0,,0.0,0.0,48.0,52.0,0.0,1228.0,6918003883.0,1.0,2.0,0,0.0
9569,25.0,2.0,65.0,0.0,5.0,9.0,,0.0,1.0,51.0,15.0,,1934.0,6918003883.0,1.0,2.0,0,0.0
9570,25.0,2.0,66.0,0.0,8.0,,3.0,2.0,1.0,95.0,49.0,,1207.0,6918003883.0,1.0,2.0,0,0.0
9571,25.0,2.0,67.0,0.0,,9.0,1.0,2.0,1.0,44.0,18.0,,3372.0,6918003883.0,1.0,2.0,0,0.0
9572,25.0,2.0,68.0,0.0,6.0,,9.0,2.0,0.0,22.0,27.0,0.0,1079.0,6918003883.0,1.0,2.0,0,0.0
9573,25.0,2.0,69.0,0.0,7.0,3.0,,1.0,1.0,90.0,17.0,,946.0,6918003883.0,1.0,2.0,0,0.0
9574,25.0,2.0,70.0,0.0,6.0,4.0,,1.0,0.0,12.0,30.0,0.0,1881.0,6918003883.0,1.0,2.0,0,0.0
9575,25.0,2.0,71.0,0.0,5.0,,1.0,0.0,0.0,45.0,55.0,,1152.0,6918003883.0,1.0,2.0,0,0.0
9576,25.0,2.0,72.0,0.0,7.0,,4.0,2.0,0.0,15.0,14.0,0.0,1733.0,6918003883.0,1.0,2.0,0,0.0
9577,25.0,2.0,73.0,0.0,3.0,,1.0,0.0,1.0,74.0,42.0,0.0,1354.0,6918003883.0,1.0,2.0,0,0.0
9578,25.0,2.0,74.0,0.0,,0.0,9.0,1.0,1.0,86.0,16.0,0.0,10863.0,6918003883.0,1.0,2.0,0,0.0
9579,25.0,2.0,75.0,0.0,6.0,,4.0,2.0,0.0,20.0,39.0,0.0,1780.0,6918003883.0,1.0,2.0,0,0.0
9580,25.0,2.0,76.0,0.0,5.0,3.0,,1.0,1.0,86.0,51.0,,1242.0,6918003883.0,1.0,2.0,0,0.0
9581,25.0,2.0,77.0,0.0,,7.0,3.0,2.0,1.0,89.0,15.0,0.0,2109.0,6918003883.0,1.0,2.0,0,0.0
9582,25.0,2.0,78.0,0.0,7.0,5.0,,1.0,1.0,52.0,17.0,0.0,1164.0,6918003883.0,1.0,2.0,0,0.0
9583,25.0,2.0,79.0,0.0,5.0,0.0,,1.0,1.0,91.0,45.0,,1706.0,6918003883.0,1.0,2.0,0,0.0
9584,25.0,2.0,80.0,0.0,6.0,8.0,,1.0,1.0,48.0,33.0,,1166.0,6918003883.0,1.0,2.0,0,0.0
9585,25.0,2.0,81.0,0.0,,8.0,2.0,1.0,1.0,52.0,16.0,,1358.0,6918003883.0,1.0,2.0,0,0.0
9586,25.0,2.0,82.0,0.0,,6.0,3.0,2.0,1.0,84.0,32.0,0.0,1193.0,6918003883.0,1.0,2.0,0,0.0
9587,25.0,2.0,83.0,0.0,2.0,8.0,,1.0,1.0,53.0,15.0,0.0,1249.0,6918003883.0,1.0,2.0,0,0.0
9588,25.0,2.0,84.0,0.0,,9.0,5.0,2.0,1.0,51.0,19.0,0.0,2246.0,6918003883.0,1.0,2.0,0,0.0
9589,25.0,2.0,85.0,0.0,4.0,5.0,,1.0,1.0,47.0,12.0,0.0,1125.0,6918003883.0,1.0,2.0,0,0.0
9590,25.0,2.0,86.0,0.0,,5.0,8.0,2.0,0.0,42.0,57.0,,1197.0,6918003883.0,1.0,2.0,0,0.0
9591,25.0,2.0,87.0,0.0,6.0,,5.0,2.0,1.0,48.0,30.0,0.0,1211.0,6918003883.0,1.0,2.0,0,0.0
9592,25.0,2.0,88.0,0.0,4.0,8.0,,1.0,1.0,50.0,13.0,,1800.0,6918003883.0,1.0,2.0,0,0.0
9593,25.0,2.0,89.0,0.0,6.0,,2.0,2.0,0.0,19.0,26.0,0.0,1573.0,6918003883.0,1.0,2.0,0,0.0
9594,25.0,2.0,90.0,0.0,0.0,,7.0,0.0,1.0,89.0,10.0,,1257.0,6918003883.0,1.0,2.0,0,0.0
9595,25.0,2.0,91.0,0.0,,5.0,8.0,1.0,0.0,50.0,50.0,,1074.0,6918003883.0,1.0,2.0,0,0.0
9596,25.0,2.0,92.0,0.0,2.0,,0.0,2.0,1.0,82.0,9.0,,1064.0,6918003883.0,1.0,2.0,0,0.0
9597,25.0,2.0,93.0,0.0,,0.0,5.0,1.0,1.0,94.0,45.0,,1614.0,6918003883.0,1.0,2.0,0,0.0
9598,25.0,2.0,94.0,0.0,7.0,4.0,,0.0,0.0,19.0,15.0,0.0,15276.0,6918003883.0,1.0,2.0,0,0.0
9599,25.0,2.0,95.0,0.0,7.0,2.0,,1.0,0.0,21.0,11.0,0.0,3833.0,6918003883.0,1.0,2.0,0,0.0
9600,25.0,2.0,96.0,0.0,,4.0,9.0,1.0,0.0,18.0,10.0,,1709.0,6918003883.0,1.0,2.0,0,0.0
9601,25.0,2.0,97.0,0.0,4.0,,2.0,2.0,0.0,12.0,14.0,,1887.0,6918003883.0,1.0,2.0,0,0.0
9602,25.0,2.0,98.0,0.0,4.0,,1.0,0.0,0.0,18.0,50.0,0.0,1197.0,6918003883.0,1.0,2.0,0,0.0
9603,25.0,2.0,99.0,0.0,8.0,1.0,,0.0,0.0,51.0,60.0,,1263.0,6918003883.0,1.0,2.0,0,0.0
9604,25.0,2.0,100.0,0.0,0.0,,9.0,0.0,1.0,90.0,13.0,,1103.0,6918003883.0,1.0,2.0,0,0.0
9605,25.0,2.0,101.0,0.0,4.0,6.0,,0.0,0.0,12.0,32.0,,1721.0,6918003883.0,1.0,2.0,0,0.0
9606,25.0,2.0,102.0,0.0,2.0,0.0,,1.0,1.0,85.0,17.0,0.0,1403.0,6918003883.0,1.0,2.0,0,0.0
9607,25.0,2.0,103.0,0.0,3.0,4.0,,0.0,1.0,83.0,14.0,,1421.0,6918003883.0,1.0,2.0,0,0.0
9608,25.0,2.0,104.0,0.0,,6.0,3.0,2.0,1.0,83.0,22.0,0.0,1284.0,6918003883.0,1.0,2.0,0,0.0
9609,25.0,2.0,105.0,0.0,7.0,3.0,,1.0,1.0,85.0,13.0,,1477.0,6918003883.0,1.0,2.0,0,0.0
9610,25.0,2.0,106.0,0.0,1.0,,7.0,2.0,0.0,9.0,49.0,,2310.0,6918003883.0,1.0,2.0,0,0.0
9611,25.0,2.0,107.0,0.0,,0.0,7.0,1.0,1.0,86.0,17.0,0.0,7768.0,6918003883.0,1.0,2.0,0,0.0
9612,25.0,2.0,108.0,0.0,5.0,4.0,,0.0,1.0,51.0,10.0,0.0,1501.0,6918003883.0,1.0,2.0,0,0.0
9613,25.0,2.0,109.0,0.0,9.0,4.0,,1.0,0.0,12.0,14.0,0.0,2897.0,6918003883.0,1.0,2.0,0,0.0
9614,25.0,2.0,110.0,0.0,0.0,,3.0,2.0,0.0,87.0,89.0,0.0,1635.0,6918003883.0,1.0,2.0,0,0.0
9615,25.0,2.0,111.0,0.0,,0.0,3.0,2.0,0.0,88.0,82.0,0.0,1241.0,6918003883.0,1.0,2.0,0,0.0
9616,25.0,2.0,112.0,0.0,7.0,6.0,,0.0,0.0,11.0,34.0,,1997.0,6918003883.0,1.0,2.0,0,0.0
9617,25.0,2.0,113.0,0.0,6.0,8.0,,1.0,1.0,47.0,28.0,0.0,990.0,6918003883.0,1.0,2.0,0,0.0
9618,25.0,2.0,114.0,0.0,,5.0,4.0,1.0,1.0,49.0,15.0,,1016.0,6918003883.0,1.0,2.0,0,0.0
9619,25.0,2.0,115.0,0.0,8.0,7.0,,0.0,1.0,47.0,17.0,0.0,1529.0,6918003883.0,1.0,2.0,0,0.0
9620,25.0,2.0,116.0,0.0,,0.0,9.0,1.0,1.0,87.0,15.0,0.0,890.0,6918003883.0,1.0,2.0,0,0.0
9621,25.0,2.0,117.0,0.0,9.0,1.0,,1.0,1.0,48.0,12.0,0.0,1568.0,6918003883.0,1.0,2.0,0,0.0
9622,25.0,2.0,118.0,0.0,1.0,7.0,,1.0,0.0,15.0,52.0,,1016.0,6918003883.0,1.0,2.0,0,0.0
